径山藏经编码,如是经编码,CBETA经编码,标点类型,标点来源
JS_1785,RS_3908,JB103,新式標點,高萌大德提供新式標點
JS_1786,RS_3724,X1580,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1787,RS_2466,X0820,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1788,RS_3725,X1594,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1789,RS_3742,X1602,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1790,RS_3755,X1607,新式標點,LINDEN大德提供新式標點
JS_1791,RS_3981,JB109,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1792,RS_3831,JB110,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1793,RS_3833,X1628,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1794,RS_2931,X1156,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1795,RS_3537,T2003,原書標點,北美某大德提供
JS_1796,RS_3928,JB348,新式標點,李明芳大德提供新式標點
JS_1797,RS_3522,X1452,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1798,RS_3235,X1456,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1799,RS_3523,X1453,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1800,RS_3236,JB116,新式標點,黃金愛大德提供新式標點
JS_1801,RS_3237,B0085,原書標點,CBETA人工輸入（版本二）
JS_1802,RS_3524,JB118,新式標點,陳伯勳大德提供新式標點
JS_1803,RS_3762,X1641,基本句讀,CBETA提供基本句讀
JS_1804,RS_3836,JB120,新式標點,王薪權大德提供新式標點
JS_1805,RS_3889,JB122,新式標點,王薪權大德提供新式標點
JS_1806,RS_3730,X1618,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1807,RS_3659,X1626,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1808,RS_3756,X1620,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1809,RS_3058,X1287,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1810,RS_3934,JB127,新式標點,高萌大德提供新式標點
JS_1811,RS_3040,X1271,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1812,RS_3000,X1223,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1813,RS_3552,X1309,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1814,RS_3002,T2006,原書標點,北美某大德提供
JS_1815,RS_3034,X1624,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1816,RS_3083,X1326,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1817,RS_3569,JB135,新式標點,CBETA提供新式標點
JS_1818,RS_3714,X1565,原書標點,維習安大德提供之ZENCD經文
JS_1819,RS_3087,JB137,新式標點,李明芳大德提供新式標點
JS_1820,RS_3100,JB138,新式標點,JaeroChen提供新式標點
JS_1821,RS_3142,X1420,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1822,RS_3116,X1351,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1823,RS_3169,X1358,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1824,RS_3171,X1359,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1825,RS_3173,T1999,原書標點,北美某大德提供
JS_1826,RS_3107,X1342,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1827,RS_3192,X1397,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1828,RS_3198,X1400,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1829,RS_3191,X1394,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1830,RS_3196,X1395,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1831,RS_3140,X1419,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1832,RS_3508,X1449,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1833,RS_3032,X1577,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1834,RS_3201,X1396,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1835,RS_3202,X1399,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1836,RS_3223,JB154,新式標點,常修慈大德提供新式標點
JS_1837,RS_3230,JB155,新式標點,黃金愛大德提供新式標點
JS_1838,RS_3231,JB156,新式標點,陳伯勳大德提供新式標點
JS_1839,RS_3143,X1421,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1840,RS_3219,X1416,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1841,RS_3227,JB159,新式標點,黃金愛大德提供新式標點
JS_1842,RS_3228,JB491,新式標點,高萌大德提供新式標點
JS_1843,RS_3144,X1422,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1844,RS_3222,X1418,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1845,RS_3225,JB163,新式標點,高萌大德提供新式標點
JS_1846,RS_3218,X1414,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1847,RS_3244,JB164,新式標點,CBETA提供新式標點
JS_1848,RS_3226,JB165,新式標點,常修慈大德提供新式標點
JS_1849,RS_3234,JB166,新式標點,CBETA提供新式標點
JS_1850,RS_3246,JB167,新式標點,黃金愛大德提供新式標點
JS_1851,RS_3232,L1637,原書標點,CBETA人工輸入（版本二）
JS_1852,RS_3240,L1638,原書標點,CBETA人工輸入（版本二））
JS_1853,RS_3241,JB171,新式標點,CBETA提供新式標點
JS_1854,RS_3462,X1444,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1855,RS_3455,JB173,新式標點,黃金愛大德提供新式標點
JS_1856,RS_3464,JB174,新式標點,黃金愛大德提供新式標點
JS_1857,RS_3248,JB175,新式標點,陳伯勳大德提供新式標點
JS_1858,RS_3271z,JB176,新式標點,陳伯勳大德提供新式標點
JS_1859,RS_3271,JB176,新式標點,陳伯勳大德提供新式標點
JS_1860,RS_3249,JB177,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1861,RS_3250,JB178,新式標點,陳伯勳大德提供新式標點
JS_1862,RS_3574,JB180,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1863,RS_3251,L1643,原書標點,CBETA人工輸入（版本二）
JS_1864,RS_3252,JB182,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1865,RS_3253,JB183,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1866,RS_3254,,,
JS_1867,RS_3258,JB185,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1868,RS_3259,JB186,新式標點,CBETA提供新式標點
JS_1869,RS_3305,JB187,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1870,RS_3477,JB188,新式標點,CBETA提供新式標點
JS_1871,RS_3479,JB189,新式標點,陳伯勳大德提供新式標點
JS_1872,RS_3478,JB190,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1873,RS_3480,JB191,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1874,RS_3496,JB192,新式標點,CBETA提供新式標點
JS_1875,RS_3291,JB193,新式標點,CBETA提供新式標點
JS_1876,RS_3275,JB194,新式標點,陳伯勳大德提供新式標點
JS_1877,RS_3265,L1649,原書標點,CBETA人工輸入（版本二）
JS_1878,RS_3243,JB196,新式標點,陳伯勳大德提供新式標點
JS_1879,RS_3460,JB197,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1880,RS_3468,JB199,新式標點,陳伯勳大德提供新式標點
JS_1881,RS_3320,JB200,新式標點,李明芳大德提供新式標點
JS_1882,RS_3461,X1437,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1883,RS_3294,JB202,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1884,RS_3316,JB203,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1885,RS_3382,JB204,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1886,RS_3300,JB205,新式標點,CBETA提供新式標點
JS_1887,RS_3317,JB206,新式標點,陳伯勳大德提供新式標點
JS_1888,RS_3511,JB207,新式標點,常修慈大德提供新式標點
JS_1889,RS_3260,JB208,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1890,RS_3380,JB209,新式標點,黃金愛大德提供新式標點
JS_1891,RS_3299,JB210,新式標點,常修慈大德提供新式標點
JS_1892,RS_3301,JB211,新式標點,CBETA提供新式標點
JS_1893,RS_3311,JB212,新式標點,CBETA提供新式標點
JS_1894,RS_3379,JB213,新式標點,李明芳大德提供新式標點
JS_1895,RS_2750d,JB214,新式標點,李明芳大德提供新式標點
JS_1896,RS_2750e,JB214,新式標點,李明芳大德提供新式標點
JS_1897,RS_3545,JB215,新式標點,李明芳大德提供新式標點
JS_1898,RS_3929,JB216,新式標點,李明芳大德提供新式標點
JS_1899,RS_3028,X1263,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1900,RS_3347,JB218,新式標點,陳伯勳大德提供新式標點
JS_1901,RS_3247,JB219,新式標點,黃金愛大德提供新式標點
JS_1902,RS_3269,JB220,新式標點,CBETA提供新式標點
JS_1903,RS_3270,JB221,新式標點,李明芳大德提供新式標點
JS_1904,RS_3276,JB222,新式標點,黃金愛大德提供新式標點
JS_1905,RS_3309,JB223,新式標點,CBETA提供新式標點
JS_1906,RS_3376,JB224,新式標點,CBETA提供新式標點
JS_1907,RS_3512,JB225,新式標點,黃金愛大德提供新式標點
JS_1908,RS_3546,JB226,新式標點,高萌大德提供新式標點
JS_1909,RS_3570,JB227,新式標點,常修慈大德提供新式標點
JS_1910,RS_1839a,X0513,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1911,RS_3418,JB229,新式標點,高萌大德提供新式標點
JS_1912,RS_3389,JB230,新式標點,李明芳大德提供新式標點
JS_1913,RS_3266,JB233,新式標點,CBETA提供新式標點
JS_1914,RS_3267,JB234,新式標點,高萌大德提供新式標點
JS_1915,RS_3277,JB235,新式標點,陳伯勳大德提供新式標點
JS_1916,RS_3349,JB237,新式標點,陳伯勳大德提供新式標點
JS_1917,RS_3146,JB238,新式標點,CBETA提供新式標點
JS_1918,RS_3148,JB240,新式標點,李明芳大德提供新式標點
JS_1919,RS_3149,JB242,新式標點,陳伯勳大德提供新式標點
JS_1920,RS_3150,JB243,新式標點,常修慈大德提供新式標點
JS_1921,RS_3152,JB245,新式標點,陳伯勳大德提供新式標點
JS_1922,RS_3329,JB246,新式標點,常修慈大德提供新式標點
JS_1923,RS_3405,JB247,新式標點,陳伯勳大德提供新式標點
JS_1924,RS_3304,JB248,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1925,RS_3487,JB249,新式標點,常修慈大德提供新式標點
JS_1926,RS_2082a,X0424,新式標點,李明芳大德提供新式標點
JS_1927,RS_2734,X1126,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1928,RS_1970,X0623,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1929,RS_2361,X0709,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1930,RS_2373,X0730,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1931,RS_2401,X0700,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1932,RS_2743,X1135,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1933,RS_2723,X1116,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1934,RS_2726,X1119,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1935,RS_2751,JB259,新式標點,李明芳大德提供新式標點
JS_1936,RS_2742,X1134,原書標點,CBETA掃瞄辨識
JS_1937,RS_2275,X0306,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1938,RS_2284,X0303,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1939,RS_3746,X1608,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1940,RS_3920,L1636,原書標點,CBETA人工輸入（版本二）
JS_1941,RS_2922a,T1976,新式標點,西蓮淨苑提供新式標點
JS_1942,RS_1784b,JB269,新式標點,CBETA提供新式標點·
JS_1943,RS_3278,JB276,新式標點,CBETA提供新式標點
JS_1944,RS_3233,JB275,新式標點,陳伯勳大德提供新式標點
JS_1945,RS_2260,X0280,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1946,RS_3567,X1237,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1947,RS_3980,JB271,新式標點,佛教電腦資訊庫功德會提供新式標點
JS_1948,RS_3450,JB272,新式標點,黃金愛大德提供新式標點
JS_1949,RS_3206,JB273,新式標點,陳伯勳大德提供新式標點
JS_1950,RS_3364,L1652,原書標點,CBETA人工輸入（版本二）
JS_1951,RS_3925,JB277,新式標點,李明芳大德提供新式標點
JS_1952,RS_3720,X1574,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1953,RS_2599z,JB279,新式標點,李明芳大德提供新式標點
JS_1954,RS_3321,JB280,新式標點,CBETA提供新式標點
JS_1955,RS_3378,JB281,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1956,RS_3296,JB282,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1957,RS_3910,JB283,新式標點,CBETA提供新式標點
JS_1958,RS_3377,JB284,新式標點,黃金愛大德提供新式標點
JS_1959,RS_3421,JB285,新式標點,常修慈大德提供新式標點
JS_1960,RS_3331,JB286,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1961,RS_3312,JB287,新式標點,黃金愛大德提供新式標點
JS_1962,RS_3381,JB288,新式標點,陳伯勳大德提供新式標點
JS_1963,RS_1814,X0488,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1964,RS_1815,X0489,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1965,RS_2576,X0870,新式標點,李明芳大德提供新式標點
JS_1966,RS_3909,JB293,新式標點,CBETA提供新式標點
JS_1967,RS_3481,JB294,新式標點,CBETA提供新式標點
JS_1968,RS_3935,JB295,新式標點,CBETA提供新式標點
JS_1969,RS_3921,JB296,新式標點,李明芳大德提供新式標點
JS_1970,RS_2322,X0674,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1971,RS_3489,JB298,新式標點,CBETA提供新式標點
JS_1972,RS_3261,JB299,新式標點,CBETA提供新式標點
JS_1973,RS_3262,JB300,新式標點,CBETA提供新式標點
JS_1974,RS_3272,JB301,新式標點,CBETA提供新式標點
JS_1975,RS_3732,X1596,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1976,RS_3334,JB303,新式標點,陳伯勳大德提供新式標點
JS_1977,RS_3513,JB304,新式標點,CBETA提供新式標點
JS_1978,RS_3335,JB305,新式標點,陳伯勳大德提供新式標點
JS_1979,RS_3336,JB306,新式標點,陳伯勳大德提供新式標點
JS_1980,RS_2278,X0286,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1981,RS_3279,JB308,新式標點,常修慈大德提供新式標點
JS_1982,RS_3342,JB309,新式標點,常修慈大德提供新式標點
JS_1983,RS_3306,JB310,新式標點,常修慈大德提供新式標點
JS_1984,RS_3465,JB311,新式標點,CBETA提供新式標點
JS_1985,RS_3503,JB313,新式標點,常修慈大德提供新式標點
JS_1986,RS_2331,X0744,原書標點,CBETA掃瞄辨識
JS_1987,RS_2358,X0717,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1988,RS_2400,X0695,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1989,RS_2725,X1118,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1990,RS_2741,X1133,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1991,RS_3873,X1492,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1992,RS_2367,X0725,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1993,RS_2740,X1132,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1994,RS_2724,X1117,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1995,RS_2739,X1131,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1996,RS_3874,X1493,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1997,RS_3872,X1491,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1998,RS_3837,JB325,新式標點,李明芳大德提供新式標點
JS_1999,RS_3491,JB326,新式標點,李明芳大德提供新式標點
JS_2000,RS_3766,X1645,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2001,RS_2236,X0446,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2002,RS_3020,X1240,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2003,RS_2737,X1129,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2004,RS_3764,X1643,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2005,RS_3765,X1644,原書標點,CBETA掃瞄辨識
JS_2006,RS_1886,X0553,新式標點,Lynn大德提供新式標點
JS_2007,RS_1111,X1079,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2008,RS_2738,X1130,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2009,RS_3504a,JB336,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2010,RS_3339,JB337,新式標點,陳伯勳大德提供新式標點
JS_2011,RS_3340,JB338,新式標點,CBETA提供新式標點
JS_2012,RS_3514,JB339,新式標點,CBETA提供新式標點
JS_2013,RS_3280a,JB340,新式標點,陳伯勳大德提供新式標點
JS_2014,RS_3354,JB341,新式標點,陳伯勳大德提供新式標點
JS_2015,RS_3289,JB342,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2016,RS_3350,JB343,新式標點,CBETA提供新式標點
JS_2017,RS_2399,X0694,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2018,RS_3355,JB346,新式標點,高萌大德提供新式標點
JS_2019,RS_3322,JB345,新式標點,陳伯勳大德提供新式標點
JS_2020,RS_2470,X0824,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2021,RS_3930,JB348,新式標點,李明芳大德提供新式標點
JS_2022,RS_2411,X0699,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2023,RS_3030,X1265,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2024,RS_3922,JB351,新式標點,李明芳大德提供新式標點
JS_2025,RS_3356,JB352,新式標點,高萌大德提供新式標點
JS_2026,RS_3281,JB353,新式標點,陳伯勳大德提供新式標點
JS_2027,RS_3282,JB354,新式標點,CBETA提供新式標點
JS_2028,RS_3357,JB355,新式標點,黃金愛大德提供新式標點
JS_2029,RS_3406,JB356,新式標點,陳伯勳大德提供新式標點
JS_2030,RS_3429,JB357,新式標點,黃金愛大德提供新式標點
JS_2031,RS_3441,JB358,新式標點,陳伯勳大德提供新式標點
JS_2032,RS_3482,JB359,新式標點,CBETA提供新式標點
JS_2033,RS_3457,X1433,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2034,RS_3458,X1434,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2035,RS_3488,JB362,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2036,RS_3498,JB363,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2037,RS_3313,JB364,新式標點,李明芳大德提供新式標點
JS_2038,RS_3384,JB365,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2039,RS_3310,JB366,新式標點,李明芳大德提供新式標點
JS_2040,RS_3283,JB367,新式標點,CBETA提供新式標點
JS_2041,RS_3314,JB368,新式標點,黃金愛大德提供新式標點
JS_2042,RS_3490,JB369,新式標點,CBETA提供新式標點
JS_2043,RS_3343,JB370,新式標點,李明芳大德提供新式標點
JS_2044,RS_3344,JB371,新式標點,CBETA提供新式標點
JS_2045,RS_3412,JB372,新式標點,李明芳大德提供新式標點
JS_2046,RS_3864,X1483,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2047,RS_3862,X1481,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2048,RS_1817,X0493,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2049,RS_2302,X0381,新式標點,李明芳大德提供新式標點
JS_2050,RS_1981,X0647,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2051,RS_2191,X0378,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2052,RS_2833,X0969,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2053,RS_2812,X0979,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2054,RS_1923,X0591,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2055,RS_2778,X0924,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2056,RS_3383,JB383,新式標點,CBETA提供新式標點
JS_2057,RS_3575,JB384,新式標點,黃金愛大德提供新式標點
JS_2058,RS_3731,X1595,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2059,RS_3307,JB386,新式標點,CBETA提供新式標點
JS_2060,RS_3385,JB387,新式標點,CBETA提供新式標點
JS_2061,RS_3337,JB389,新式標點,CBETA提供新式標點
JS_2062,RS_3373,JB388,新式標點,CBETA提供新式標點
JS_2063,RS_3411,JB390,新式標點,CBETA提供新式標點
JS_2064,RS_3430,JB391,新式標點,李明芳大德提供新式標點
JS_2065,RS_3495,JB392,新式標點,CBETA提供新式標點
JS_2066,RS_3359,JB393,新式標點,陳伯勳大德提供新式標點
JS_2067,RS_3338,JB394,新式標點,CBETA提供新式標點
JS_2068,RS_3407,JB395,新式標點,李明芳大德提供新式標點
JS_2069,RS_3375,JB396,新式標點,陳伯勳大德提供新式標點
JS_2070,RS_2735,X1127,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2071,RS_3743,X1603,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2072,RS_3308,JB399,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2073,RS_3362,JB400,新式標點,李明芳大德提供新式標點
JS_2074,RS_3413,JB401,新式標點,CBETA提供新式標點
JS_2075,RS_3440,JB402,新式標點,陳伯勳大德提供新式標點
JS_2076,RS_2276,X0291,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2077,RS_2180,X0334,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2078,RS_3469,X1443,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2079,RS_3484,JB406,新式標點,CBETA提供新式標點
JS_2080,RS_3485,JB407,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2081,RS_3493,JB408,新式標點,CBETA提供新式標點
JS_2082,RS_3492,JB409,新式標點,CBETA提供新式標點
JS_2083,RS_3365,JB410,新式標點,CBETA提供新式標點
JS_2084,RS_3366,JB411,新式標點,CBETA提供新式標點
JS_2085,RS_3323,JB412,新式標點,CBETA提供新式標點
JS_2086,RS_3328,JB413,新式標點,CBETA提供新式標點
JS_2087,RS_3324,JB414,新式標點,李明芳大德提供新式標點
JS_2088,RS_3325,JB415,新式標點,CBETA提供新式標點
JS_2089,RS_3326,JB416,新式標點,CBETA提供新式標點
JS_2090,RS_3386,JB417,新式標點,CBETA提供新式標點
JS_2091,RS_3387,JB418,新式標點,CBETA提供新式標點
JS_2092,RS_3360,JB419,新式標點,CBETA提供新式標點
JS_2093,RS_3361,JB420,新式標點,黃金愛大德提供新式標點
JS_2094,RS_3408,JB421,新式標點,李明芳大德提供新式標點
JS_2095,RS_3367,JB422,新式標點,CBETA提供新式標點
JS_2096,RS_3297,JB423,新式標點,CBETA提供新式標點
JS_2097,RS_3368,JB424,新式標點,CBETA提供新式標點
JS_2098,RS_3388,JB425,新式標點,CBETA提供新式標點
JS_2099,RS_3737,X1590,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2100,RS_3345,JB427,新式標點,CBETA提供新式標點
JS_2101,RS_3284,JB428,新式標點,CBETA提供新式標點
JS_2102,RS_3414,JB429,新式標點,CBETA提供新式標點
JS_2103,RS_3346,JB430,新式標點,李明芳大德提供新式標點
JS_2104,RS_3285,JB431,新式標點,CBETA提供新式標點
JS_2105,RS_3416,JB432,新式標點,CBETA提供新式標點
JS_2106,RS_3417,JB433,新式標點,李明芳大德提供新式標點
JS_2107,RS_3434,JB434,新式標點,CBETA提供新式標點
JS_2108,RS_3515,JB435,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2109,RS_3370,JB436,新式標點,陳伯勳大德提供新式標點
JS_2110,RS_3728,X1583,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2111,RS_3154,JB438,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2112,RS_3153,JB439,新式標點,李明芳大德提供新式標點
JS_2113,RS_3155,JB440,新式標點,CBETA提供新式標點
JS_2114,RS_3156,JB441,新式標點,CBETA提供新式標點
JS_2115,RS_3156z,JB441,新式標點,CBETA提供新式標點
JS_2116,RS_3162,JB442,新式標點,CBETA提供新式標點
JS_2117,RS_3165,JB443,新式標點,黃金愛大德提供新式標點
JS_2118,RS_3164,JB444,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_2119,RS_3161,JB445,新式標點,CBETA提供新式標點
JS_2120,RS_3286,JB446,新式標點,CBETA提供新式標點
JS_2121,RS_3351,JB447,新式標點,CBETA提供新式標點
JS_2122,RS_3298,JB448,新式標點,CBETA提供新式標點
JS_2123,RS_3516,JB449,新式標點,CBETA提供新式標點
JS_2124,RS_3287,JB450,新式標點,李明芳大德提供新式標點
JS_2125,RS_3353,JB451,新式標點,李明芳大德提供新式標點
JS_2126,RS_3374,JB452,新式標點,李明芳大德提供新式標點
JS_2127,RS_3483,JB453,新式標點,CBETA提供新式標點
JS_2128,RS_3494,JB454,新式標點,CBETA提供新式標點
JS_2129,RS_3330,JB455,新式標點,高萌大德提供新式標點
JS_2130,RS_3404,JB456,新式標點,CBETA提供新式標點
JS_2131,RS_3371,JB457,新式標點,高萌大德提供新式標點
JS_2132,RS_3517,JB458,新式標點,高萌大德提供新式標點
JS_2133,RS_3428,JB459,新式標點,CBETA提供新式標點
JS_2134,RS_3419,JB460,新式標點,CBETA提供新式標點
JS_2135,RS_3332,JB461,新式標點,CBETA提供新式標點
JS_2136,RS_3369,JB462,新式標點,黃金愛大德提供新式標點
JS_2137,RS_3409,JB463,新式標點,CBETA提供新式標點
JS_2138,RS_3422,JB465,新式標點,CBETA提供新式標點
JS_2139,RS_3439,JB464,新式標點,李明芳大德提供新式標點
JS_2140,RS_3499,JB466,新式標點,CBETA提供新式標點
JS_2141,RS_3423,JB469,新式標點,李明芳大德提供新式標點
JS_2142,RS_3435,JB470,新式標點,高萌大德提供新式標點
JS_2143,RS_3738,X1591,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2144,RS_3436,JB468,新式標點,CBETA提供新式標點
JS_2145,RS_3352,JB471,新式標點,CBETA提供新式標點
JS_2146,RS_3302,JB472,新式標點,CBETA提供新式標點
JS_2147,RS_3288,JB478,新式標點,CBETA提供新式標點
JS_2148,RS_3425,JB479,新式標點,CBETA提供新式標點
JS_2149,RS_3372,JB474,新式標點,CBETA提供新式標點
JS_2150,RS_3500,JB475,新式標點,陳伯勳大德提供新式標點
JS_2151,RS_3502,JB476,新式標點,黃金愛大德提供新式標點
JS_2152,RS_3063,X1282,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_2153,RS_3157,JB483,新式標點,CBETA提供新式標點
JS_2154,RS_3158,JB483,新式標點,CBETA提供新式標點
