汉字	max综合类型	max综合正字	min综合类型	min综合正字
𦧊	1	吮	1	吮
𦧌	1	𣁳	1	𣁳
𦧎	1	𦧈	1	𦧈
𦧏	0	𦧏	0	𦧏
𦧐	0	𦧐	0	𦧐
𦧑	1	舐	1	舐
𦧒	1	𬜅	3	
𦧓	1	舐	1	舐
𦧔	1	䒷	1	䒷
𦧕	1	詹	1	詹
𦧖	1	㐁	1	㐁
𦧗	1	憩	1	憩
𦧚	1	話	1	話
𦧝	2	唌&𦧝	2	唌&𦧝
𦧟	2	㹺&𦧟	0	𦧟
𦧠	0	𦧠	0	𦧠
𦧡	2	煔&舕&𦧡	0	𦧡
𦧤	1	䑜	1	䑜
𦧥	1	𦧟	1	𦧟
𦧦	1	辭	1	辭
𦧧	1	舐	1	舐
𦧩	1	甜	1	甜
𦧪	1	舐	1	舐
𦧫	1	舐	1	舐
𦧬	1	𧱳	3	
𦧭	3	狧&𦧟	1	𦧟
𦧮	0	𦧮	0	𦧮
𦧯	1	憩	3	
𦧰	1	憩	1	憩
𦧱	3	𦧟&䑜	1	䑜
𦧴	0	𦧴	0	𦧴
𦧵	2	𦧵&話	1	話
𦧶	1	舍	1	舍
𦧸	0	𦧸	0	𦧸
𦧹	0	𦧹	0	𦧹
𦧺	0	𦧺	3	
𦧻	1	舚	1	舚
𦧼	0	𦧼	0	𦧼
𦧾	0	𦧾	0	𦧾
𦧿	2	粼&𦧿	1	粼
𦨁	1	葟	1	葟
𦨃	3	葟&𤯷	1	葟
𦨄	3	葟&𤯷	1	葟
𦨅	1	舞	1	舞
𦨆	0	𦨆	0	𦨆
𦨇	0	𦨇	0	𦨇
𦨈	2	𦨈&服	1	服
𦨉	0	𦨉	0	𦨉
𦨊	3	𦨈&服	1	服
𦨋	1	服	1	服
𦨌	3	舧&𦨲	1	𦨲
𦨍	2	𦨍&䑠	0	𦨍
𦨎	0	𦨎	0	𦨎
𦨏	3	𦨇&𦨉	1	𦨇
𦨐	1	舦	1	舦
𦨒	3	𦨜&舸	1	舸
𦨓	1	䑦	1	䑦
𦨔	3	肕&舠	1	肕
𦨕	1	服	1	服
𦨖	0	𦨖	0	𦨖
𦨗	1	般	1	般
𦨘	1	䑴	1	䑴
𦨙	0	𦨙	0	𦨙
𦨚	2	般&舦&𦨚	2	般&舦&𦨚
𦨛	3	𦩷&䑦	1	䑦
𦨜	2	𦨜&舸	1	舸
𦨝	1	𦨢	1	𦨢
𦨟	3	般&觶	1	觶
𦨠	1	𦨢	1	𦨢
𦨡	0	𦨡	0	𦨡
𦨢	0	𦨢	0	𦨢
𦨣	1	舠	1	舠
𦨤	2	𦨤&𦨬	1	𦨬
𦨦	0	𦨦	0	𦨦
𦨧	1	艒	1	艒
𦨨	1	䑱	1	䑱
𦨩	1	𦪽	3	
𦨬	0	𦨬	0	𦨬
𦨯	0	𦨯	0	𦨯
𦨰	3	舼&㮪	1	舼
𦨱	1	津	1	津
𦨲	0	𦨲	0	𦨲
𦨳	0	𦨳	3	
𦨴	1	艟	1	艟
𦨵	2	航&𦨵	2	航&𦨵
𦨶	1	朕	1	朕
𦨷	1	筏	3	
𦨺	3	𦨤&𦨬	1	𦨬
𦨼	2	𦨳&𦨼	0	𦨼
𦨽	1	䑤	1	䑤
𦨾	0	𦨾	0	𦨾
𦨿	1	艇	1	艇
𦩄	1	䑬	1	䑬
𦩇	1	艐	1	艐
𦩈	1	𦩉	1	𦩉
𦩉	0	𦩉	0	𦩉
𦩊	1	艗	1	艗
𦩋	0	𦩋	0	𦩋
𦩌	0	𦩌	0	𦩌
𦩍	1	舠	1	舠
𦩎	1	朕	1	朕
𦩏	1	津	1	津
𦩕	0	𦩕	0	𦩕
𦩗	1	朕	1	朕
𦩙	1	䑼	1	䑼
𦩜	0	𦩜	0	𦩜
𦩝	2	𦩝&𦪒	2	𦩝&𦪒
𦩞	0	𦩞	0	𦩞
𦩟	2	服&𦩟	1	服
𦩠	0	𦩠	0	𦩠
𦩡	0	𦩡	0	𦩡
𦩢	0	𦩢	0	𦩢
𦩣	0	𦩣	0	𦩣
𦩤	0	𦩤	0	𦩤
𦩥	1	𦪬	1	𦪬
𦩦	1	津	1	津
𦩧	0	𦩧	0	𦩧
𦩨	1	津	1	津
𦩩	1	媵	1	媵
𦩪	1	𦨦	1	𦨦
𦩫	1	幐	1	幐
𦩬	0	𦩬	0	𦩬
𦩯	1	𥱼	3	
𦩱	2	塍&𦩱	2	塍&𦩱
𦩲	0	𦩲	0	𦩲
𦩴	0	𦩴	0	𦩴
𦩵	0	𦩵	0	𦩵
𦩶	0	𦩶	0	𦩶
𦩷	2	𦩷&䑦	1	䑦
𦩸	0	𦩸	0	𦩸
𦩹	1	䑬	1	䑬
𦩺	3	舼&㮪	1	舼
𦩻	1	朝	1	朝
𦩼	0	𦩼	0	𦩼
𦩽	1	艏	1	艏
𦪁	1	艘	3	
𦪄	1	艎	1	艎
𦪅	1	艇	1	艇
𦪆	1	䑴	1	䑴
𦪇	0	𦪇	0	𦪇
𦪈	0	𦪈	0	𦪈
𦪉	2	津&𦪉	2	津&𦪉
𦪊	0	𦪊	0	𦪊
𦪋	0	𦪋	0	𦪋
𦪍	0	𦪍	0	𦪍
𦪎	2	舽&𦪎	0	𦪎
𦪑	2	橃&𦪑	2	橃&𦪑
𦪒	0	𦪒	0	𦪒
𦪓	1	䑿	1	䑿
𦪔	0	𦪔	0	𦪔
𦪕	0	𦪕	0	𦪕
𦪖	0	𦪖	0	𦪖
𦪗	2	艎&㶇&𦪗	2	艎&㶇&𦪗
𦪘	2	橛&𦪘	2	橛&𦪘
𦪙	0	𦪙	0	𦪙
𦪚	0	𦪚	0	𦪚
𦪛	2	橈&𦪛	1	橈
𦪜	0	𦪜	0	𦪜
𦪝	0	𦪝	0	𦪝
𦪢	1	𦪣	3	
𦪣	0	𦪣	3	
𦪤	1	艕	1	艕
𦪥	1	䑿	1	䑿
𦪧	0	𦪧	0	𦪧
𦪩	1	舲	1	舲
𦪪	2	篷&𦪪	1	篷
𦪫	0	𦪫	0	𦪫
𦪬	0	𦪬	0	𦪬
𦪭	0	𦪭	0	𦪭
𦪮	1	艖	1	艖
𦪰	1	𦪈	1	𦪈
𦪱	2	濟&𦪱	2	濟&𦪱
𦪲	1	䑿	1	䑿
𦪶	0	𦪶	0	𦪶
𦪷	2	艒&𦪷	1	艒
𦪸	1	艖	1	艖
𦪺	1	䑿	3	
𦪽	0	𦪽	0	𦪽
𦪾	0	𦪾	0	𦪾
𦪿	2	𥱵&𦪿	0	𦪿
𦫀	1	騰	1	騰
𦫁	1	謄	1	謄
𦫂	1	賸	1	賸
𦫃	2	𦫃&舲	1	舲
𦫄	3	𦫃&舲	1	舲
𦫅	1	艖	1	艖
𦫆	1	𦫈	1	𦫈
𦫇	3	臒&艧	1	臒
𦫈	2	欚&𦪶&𦫈	0	𦫈
𦫊	1	舲	1	舲
𦫋	1	氓	1	氓
𦫍	1	剆	3	
𦫎	0	𦫎	0	𦫎
𦫒	1	艱	1	艱
𦫓	1	皵	3	
𦫔	0	𦫔	0	𦫔
𦫕	0	𦫕	0	𦫕
𦫗	1	皰	1	皰
𦫙	0	𦫙	0	𦫙
𦫛	1	艴	1	艴
𦫜	1	赩	1	赩
𦫝	1	皴	1	皴
𦫞	1	顔	1	顔
𦫢	3	艷&豔	1	豔
𦫣	1	䒍	1	䒍
𦫤	1	顔	1	顔
𦫥	3	靤&皰	1	皰
𦫦	3	𦫬&䒊	1	䒊
𦫨	1	顔	1	顔
𦫪	0	𦫪	0	𦫪
𦫫	0	𦫫	0	𦫫
𦫬	2	𦫬&䒊	1	䒊
𦫭	1	䒌	1	䒌
𦫮	1	䒌	3	
𦫯	0	𦫯	0	𦫯
𦫰	0	𦫰	0	𦫰
𦫱	3	䶌&皰	1	皰
𦫳	0	𦫳	0	𦫳
𦫴	3	𠃟&也	1	也
𦫵	1	升	1	升
𦫶	2	艽&𦫶	0	𦫶
𦫷	1	𦫶	1	𦫶
𦫸	1	𦬄	1	𦬄
𦫹	1	友	1	友
𦫺	1	死	1	死
𦫻	0	𦫻	0	𦫻
𦫼	1	䒓	1	䒓
𦫿	1	艾	3	
𦬀	3	𠃟&也	1	也
𦬁	0	𦬁	0	𦬁
𦬂	0	𦬂	0	𦬂
𦬃	2	乇&𦬃	2	乇&𦬃
𦬄	2	荵&𦬄	0	𦬄
𦬅	0	𦬅	0	𦬅
𦬆	1	芒	1	芒
𦬇	3	舉&茻	1	茻
𦬈	1	芞	1	芞
𦬉	3	芬&芥	1	芥
𦬊	1	芑	1	芑
𦬎	1	芭	3	
𦬒	1	羋	3	
𦬓	1	𦸙	1	𦸙
𦬔	0	𦬔	0	𦬔
𦬕	0	𦬕	0	𦬕
𦬖	0	𦬖	0	𦬖
𦬗	0	𦬗	0	𦬗
𦬘	2	菘&𦬘	2	菘&𦬘
𦬙	0	𦬙	0	𦬙
𦬚	0	𦬚	0	𦬚
𦬛	0	𦬛	0	𦬛
𦬜	1	𦬚	1	𦬚
𦬝	2	芾&𦬝	1	芾
𦬞	0	𦬞	0	𦬞
𦬟	1	萁	1	萁
𦬠	3	舉&茻	1	舉
𦬡	1	萃	1	萃
𦬢	0	𦬢	3	
𦬣	2	菵&𦬣	0	𦬣
𦬤	1	𦬚	1	𦬚
𦬥	1	𦫶	1	𦫶
𦬦	1	疑	1	疑
𦬧	1	友	1	友
𦬪	1	薴	3	
𦬫	1	笑	3	
𦬮	1	焭	3	
𦬱	1	菽	3	
𦬵	1	𦬢	3	
𦬷	1	䔂	1	䔂
𦬸	2	朮&𦬸	0	𦬸
𦬹	0	𦬹	0	𦬹
𦬺	0	𦬺	0	𦬺
𦬻	0	𦬻	0	𦬻
𦬼	3	苶&薾	1	苶
𦬽	1	葆	1	葆
𦬾	1	𦮻	1	𦮻
𦬿	1	𦳋	1	𦳋
𦭀	1	死	1	死
𦭁	0	𦭁	0	𦭁
𦭂	1	菅	1	菅
𦭃	1	萍	1	萍
𦭄	1	䔂	1	䔂
𦭅	1	乖	1	乖
𦭆	1	蒼	1	蒼
𦭈	2	𦬚&𦭈	0	𦭈
𦭉	0	𦭉	0	𦭉
𦭊	1	菽	3	
𦭋	0	𦭋	0	𦭋
𦭎	1	䒢	3	
𦭒	1	芷	3	
𦭝	3	苜&𥄕	1	𥄕
𦭞	1	茇	3	
𦭟	0	𦭟	3	
𦭢	1	䒦	1	䒦
𦭣	1	腦	1	腦
𦭤	1	𦬣	3	
𦭩	1	芝	1	芝
𦭫	1	蹌	1	蹌
𦭭	0	𦭭	0	𦭭
𦭮	0	𦭮	0	𦭮
𦭯	2	蔞&𦭯	2	蔞&𦭯
𦭰	0	𦭰	0	𦭰
𦭱	2	丵&𦭱	0	𦭱
𦭲	0	𦭲	0	𦭲
𦭳	0	𦭳	0	𦭳
𦭴	0	𦭴	0	𦭴
𦭵	0	𦭵	0	𦭵
𦭶	0	𦭶	0	𦭶
𦭷	2	麰&𦭷	2	麰&𦭷
𦭸	0	𦭸	0	𦭸
𦭹	0	𦭹	0	𦭹
𦭺	3	𦱠&𦫶	1	𦫶
𦭻	0	𦭻	0	𦭻
𦭼	2	殍&𦭼	2	殍&𦭼
𦭽	1	芛	1	芛
𦭾	3	苜&𥄕	1	𥄕
𦭿	0	𦭿	0	𦭿
𦮀	1	莌	1	莌
𦮁	0	𦮁	0	𦮁
𦮂	1	蓍	1	蓍
𦮃	1	乖	1	乖
𦮄	1	莔	1	莔
𦮅	1	莫	1	莫
𦮆	1	菆	1	菆
𦮇	1	𦸓	1	𦸓
𦮈	2	𦮈&𦰘	0	𦮈
𦮉	1	茆	1	茆
𦮊	1	芻	1	芻
𦮋	1	荒	1	荒
𦮌	1	𦮻	1	𦮻
𦮍	2	𦮍&蒯	1	蒯
𦮎	2	蕻&𦮎	1	蕻
𦮐	0	𦮐	0	𦮐
𦮑	0	𦮑	0	𦮑
𦮒	1	䒼	1	䒼
𦮓	1	荊	1	荊
𦮔	1	苶	3	
𦮕	1	苶	3	
𦮘	1	艿	1	艿
𦮙	1	葵	1	葵
𦮜	1	犖	3	
𦮝	1	恾	3	
𦮠	1	荗	3	
𦮥	1	英	3	
𦮦	1	茆	3	
𦮮	3	𦰚&沃	1	沃
𦮷	0	𦮷	0	𦮷
𦮸	0	𦮸	0	𦮸
𦮹	0	𦮹	0	𦮹
𦮺	0	𦮺	0	𦮺
𦮻	0	𦮻	0	𦮻
𦮼	0	𦮼	0	𦮼
𦮽	2	䅵&𦮽	0	𦮽
𦮾	0	𦮾	0	𦮾
𦮿	1	葋	1	葋
𦯀	0	𦯀	0	𦯀
𦯁	1	𥭒	1	𥭒
𦯂	1	菽	1	菽
𦯃	3	𦰶&亟&茍	3	亟&茍
𦯄	1	茆	1	茆
𦯅	0	𦯅	0	𦯅
𦯆	1	茆	1	茆
𦯇	1	茺	1	茺
𦯈	0	𦯈	0	𦯈
𦯉	0	𦯉	0	𦯉
𦯊	1	芵	1	芵
𦯋	1	茿	1	茿
𦯌	1	莣	1	莣
𦯍	0	𦯍	0	𦯍
𦯎	1	蔥	1	蔥
𦯏	1	𦳹	1	𦳹
𦯑	2	𦯑&草	1	草
𦯒	1	䒢	1	䒢
𦯓	3	菹&葅	1	葅
𦯔	2	荑&𦯔	1	荑
𦯕	0	𦯕	0	𦯕
𦯖	0	𦯖	0	𦯖
𦯗	1	苟	3	
𦯘	1	𦲯	1	𦲯
𦯙	1	𦭿	1	𦭿
𦯚	2	䒷&𦯚	0	𦯚
𦯛	1	蓖	1	蓖
𦯜	1	莞	1	莞
𦯝	1	茮	1	茮
𦯞	3	𤰇&備&𤰈	3	備&𤰈
𦯟	2	𦲰&𦯟	0	𦯟
𦯠	1	薍	1	薍
𦯡	1	𦮼	1	𦮼
𦯢	1	荈	1	荈
𦯣	0	𦯣	0	𦯣
𦯤	0	𦯤	0	𦯤
𦯥	1	萓	1	萓
𦯦	1	藐	1	藐
𦯧	1	葉	3	
𦯨	2	莽&𦯨	0	𦯨
𦯩	1	荽	1	荽
𦯪	1	芍	1	芍
𦯫	0	𦯫	0	𦯫
𦯬	2	茶&荼&𦯬	2	茶&荼&𦯬
𦯭	1	茝	1	茝
𦯮	2	芼&𦯮	1	芼
𦯯	0	𦯯	0	𦯯
𦯰	0	𦯰	0	𦯰
𦯱	1	茝	1	茝
𦯲	1	棻	1	棻
𦯳	1	棻	1	棻
𦯴	3	𠈽&伊	1	伊
𦯶	1	莔	3	
𦯸	1	芑	1	芑
𦰌	1	堇	3	
𦰏	1	蓧	3	
𦰖	0	𦰖	0	𦰖
𦰗	1	華	1	華
𦰘	0	𦰘	0	𦰘
𦰙	1	𦫶	1	𦫶
𦰚	0	𦰚	3	
𦰜	1	𦭟	3	
𦰝	1	荓	1	荓
𦰞	3	莜&蓧	1	蓧
𦰧	2	葉&𦰧	2	葉&𦰧
𦰨	1	菆	3	
𦰪	0	𦰪	0	𦰪
𦰫	0	𦰫	0	𦰫
𦰬	0	𦰬	0	𦰬
𦰭	0	𦰭	0	𦰭
𦰮	2	𦮹&𦰮	1	𦮹
𦰯	0	𦰯	0	𦰯
𦰰	0	𦰰	0	𦰰
𦰱	0	𦰱	0	𦰱
𦰲	0	𦰲	0	𦰲
𦰳	1	𦭿	1	𦭿
𦰴	1	䕳	1	䕳
𦰵	3	蒯&𦳋	1	𦳋
𦰶	2	𦰶&茍	1	茍
𦰷	1	蔤	1	蔤
𦰸	0	𦰸	0	𦰸
𦰹	2	𦰹&𦳡	2	𦰹&𦳡
𦰺	0	𦰺	0	𦰺
𦰻	1	𦳫	1	𦳫
𦰼	1	莋	1	莋
𦰽	0	𦰽	0	𦰽
𦰾	0	𦰾	0	𦰾
𦰿	2	傰&𦰿	1	傰
𦱀	0	𦱀	0	𦱀
𦱁	0	𦱁	0	𦱁
𦱂	0	𦱂	0	𦱂
𦱃	0	𦱃	0	𦱃
𦱄	2	䓄&𦱄	1	䓄
𦱅	0	𦱅	0	𦱅
𦱇	0	𦱇	0	𦱇
𦱈	3	𣸃&莯	1	莯
𦱉	2	𦱉&龍	1	龍
𦱊	0	𦱊	0	𦱊
𦱋	1	莔	1	莔
𦱌	0	𦱌	0	𦱌
𦱍	1	麻	1	麻
𦱎	1	蒔	1	蒔
𦱏	1	𦲯	1	𦲯
𦱐	3	𥠸&𥡃	1	𥡃
𦱑	1	秈	1	秈
𦱒	1	苜	1	苜
𦱓	2	𦱓&葈	1	葈
𦱔	2	𦱔&蓖	1	蓖
𦱕	1	𦺞	1	𦺞
𦱖	0	𦱖	0	𦱖
𦱗	1	蒔	1	蒔
𦱘	1	蒡	1	蒡
𦱙	1	莥	1	莥
𦱚	1	芸	1	芸
𦱛	1	瞢	1	瞢
𦱜	1	芍	1	芍
𦱝	1	茢	3	
𦱞	1	莓	1	莓
𦱟	2	𦲯&𦱟	1	𦲯
𦱠	2	𦱠&𦫶	1	𦫶
𦱡	1	若	1	若
𦱢	1	若	1	若
𦱣	0	𦱣	0	𦱣
𦱤	1	莫	1	莫
𦱥	1	萐	1	萐
𦱦	1	董	1	董
𦱧	2	𠦪&𦱧	0	𦱧
𦱨	1	䕳	1	䕳
𦱩	1	亟	1	亟
𦱪	1	芻	1	芻
𦱫	1	葺	1	葺
𦱬	1	葬	1	葬
𦱭	1	𦫶	1	𦫶
𦱮	1	秉	1	秉
𦱯	2	農&𦱯	0	𦱯
𦱰	2	𦱰&𦵟	2	𦱰&𦵟
𦱱	0	𦱱	0	𦱱
𦱲	1	𦱱	1	𦱱
𦱳	1	茲	1	茲
𦱴	1	莫	1	莫
𦱵	0	𦱵	0	𦱵
𦱶	1	若	1	若
𦱷	2	苤&𦱷	0	𦱷
𦱸	3	𦱉&龍	1	龍
𦱹	1	共	1	共
𦱺	3	𡴧&喪	1	喪
𦱻	1	芻	1	芻
𦱼	1	葬	1	葬
𦲃	1	誘	1	誘
𦲅	1	帚	1	帚
𦲆	1	茍	1	茍
𦲇	1	芴	1	芴
𦲈	1	芥	1	芥
𦲠	1	葩	1	葩
𦲬	1	麻	1	麻
𦲭	1	葺	3	
𦲮	1	䓲	3	
𦲯	0	𦲯	0	𦲯
𦲰	2	𦲰&𦰲	1	𦰲
𦲴	1	䓈	3	
𦲵	1	旌	3	
𦲶	1	蒸	3	
𦲷	1	蒞	3	
𦲸	1	䓣	3	
𦳁	2	芼&𦳁	2	芼&𦳁
𦳃	3	䓉&䔑	1	䔑
𦳄	0	𦳄	0	𦳄
𦳅	1	萸	1	萸
𦳆	1	萒	3	
𦳇	0	𦳇	0	𦳇
𦳈	0	𦳈	0	𦳈
𦳉	1	䔺	1	䔺
𦳊	1	屎	1	屎
𦳋	2	蒯&𦳋	0	𦳋
𦳌	2	芨&𦳌	2	芨&𦳌
𦳍	2	𦱄&𦳍	2	𦱄&𦳍
𦳎	3	菹&葅	1	葅
𦳏	2	蔖&𦳏	2	蔖&𦳏
𦳐	0	𦳐	0	𦳐
𦳑	0	𦳑	0	𦳑
𦳒	1	藎	1	藎
𦳓	1	𦽏	1	𦽏
𦳔	0	𦳔	0	𦳔
𦳕	3	草&𦯨	1	𦯨
𦳖	1	藀	1	藀
𦳗	0	𦳗	0	𦳗
𦳘	1	苴	1	苴
𦳙	2	菿&𦳙	1	菿
𦳚	0	𦳚	0	𦳚
𦳛	2	範&𦳛	2	範&𦳛
𦳜	1	苠	1	苠
𦳝	2	薚&𦳝	2	薚&𦳝
𦳞	0	𦳞	0	𦳞
𦳟	0	𦳟	0	𦳟
𦳠	1	癹	1	癹
𦳡	0	𦳡	0	𦳡
𦳢	0	𦳢	0	𦳢
𦳣	0	𦳣	0	𦳣
𦳤	1	藨	1	藨
𦳥	0	𦳥	0	𦳥
𦳦	2	栽&𦳦	2	栽&𦳦
𦳧	0	𦳧	0	𦳧
𦳨	1	䓼	1	䓼
𦳩	0	𦳩	0	𦳩
𦳪	1	蓀	1	蓀
𦳫	0	𦳫	0	𦳫
𦳬	0	𦳬	0	𦳬
𦳭	2	𦭯&𦳭	2	𦭯&𦳭
𦳮	0	𦳮	0	𦳮
𦳰	3	厶&𥬔	1	𥬔
𦳱	3	𦯑&草	1	草
𦳲	1	葝	1	葝
𦳳	1	蓁	1	蓁
𦳴	1	葜	1	葜
𦳵	2	𥯩&𦳵	1	𥯩
𦳶	1	莔	1	莔
𦳷	1	蕕	1	蕕
𦳸	1	𦰪	1	𦰪
𦳹	0	𦳹	0	𦳹
𦳺	1	茇	1	茇
𦳻	1	𦵟	1	𦵟
𦳼	3	爇&焫	1	爇
𦳽	0	𦳽	0	𦳽
𦳾	0	𦳾	0	𦳾
𦳿	0	𦳿	0	𦳿
𦴀	0	𦴀	0	𦴀
𦴁	3	瞢&𦴔	1	𦴔
𦴂	1	䓙	1	䓙
𦴃	1	𦵫	3	
𦴅	1	荾	1	荾
𦴆	1	苟	3	
𦴇	1	𦾵	1	𦾵
𦴈	1	若	1	若
𦴉	0	𦴉	0	𦴉
𦴊	0	𦴊	0	𦴊
𦴋	1	夢	1	夢
𦴌	0	𦴌	0	𦴌
𦴍	0	𦴍	0	𦴍
𦴎	0	𦴎	0	𦴎
𦴏	2	絣&𦴏	0	𦴏
𦴐	3	𠌉&𠔯	1	𠌉
𦴑	0	𦴑	0	𦴑
𦴒	1	享	1	享
𦴓	1	葬	1	葬
𦴔	2	瞢&𦴔	1	瞢
𦴕	2	蘀&𦴕	1	蘀
𦴖	1	莔	1	莔
𦴗	3	彙&𦳢	1	彙
𦴘	1	解	1	解
𦴙	1	黎	3	
𦴚	2	迢&𦴚	2	迢&𦴚
𦴛	1	茜	1	茜
𦴜	1	蔥	1	蔥
𦴝	3	薄&篺	1	篺
𦴞	3	䒶&天	1	天
𦴟	1	茢	1	茢
𦴠	1	苜	1	苜
𦴫	1	蒒	1	蒒
𦴬	2	卉&𦴬	2	卉&𦴬
𦴭	2	藐&𦴭	1	藐
𦴮	1	范	1	范
𦴯	1	葖	1	葖
𦴰	1	苕	1	苕
𦴱	1	葬	1	葬
𦴲	1	𦴔	1	𦴔
𦴳	1	苟	1	苟
𦴹	1	穢	3	
𦴼	1	蓁	3	
𦵇	1	蔥	3	
𦵉	1	萐	3	
𦵏	1	葬	1	葬
𦵐	2	𦯖&𦵐	2	𦯖&𦵐
𦵑	1	蒟	1	蒟
𦵒	1	萩	1	萩
𦵓	1	篅	3	
𦵔	1	葅	3	
𦵕	0	𦵕	3	
𦵘	1	䓴	3	
𦵝	1	苳	1	苳
𦵟	0	𦵟	0	𦵟
𦵡	1	芎	1	芎
𦵢	3	農&薅	3	農&薅
𦵣	0	𦵣	0	𦵣
𦵤	1	蒄	1	蒄
𦵥	1	蔚	1	蔚
𦵦	0	𦵦	0	𦵦
𦵧	2	藐&𦵧	2	藐&𦵧
𦵨	1	薇	1	薇
𦵩	2	糟&𦵩	2	糟&𦵩
𦵪	1	蓛	1	蓛
𦵫	0	𦵫	0	𦵫
𦵬	1	葄	1	葄
𦵭	2	葰&𦵭&䔀	2	葰&𦵭&䔀
𦵮	1	薛	1	薛
𦵯	0	𦵯	0	𦵯
𦵰	1	菑	1	菑
𦵱	0	𦵱	0	𦵱
𦵲	1	𦯈	1	𦯈
𦵳	3	䕮&菊	1	菊
𦵴	0	𦵴	0	𦵴
𦵵	2	蕕&𦵵	0	𦵵
𦵶	1	茿	1	茿
𦵷	0	𦵷	0	𦵷
𦵸	0	𦵸	0	𦵸
𦵹	1	菼	1	菼
𦵺	3	䓠&𦾽	1	䓠
𦵻	1	茜	1	茜
𦵼	1	菌	1	菌
𦵽	0	𦵽	0	𦵽
𦵾	0	𦵾	0	𦵾
𦵿	0	𦵿	0	𦵿
𦶀	0	𦶀	0	𦶀
𦶁	1	蕡	1	蕡
𦶂	0	𦶂	0	𦶂
𦶃	1	𦱔	3	
𦶄	1	𦯖	1	𦯖
𦶅	0	𦶅	0	𦶅
𦶆	1	莥	1	莥
𦶇	0	𦶇	0	𦶇
𦶈	0	𦶈	0	𦶈
𦶉	1	茈	1	茈
𦶊	3	萍&蓱	1	蓱
𦶋	0	𦶋	0	𦶋
𦶌	0	𦶌	0	𦶌
𦶍	0	𦶍	0	𦶍
𦶎	0	𦶎	0	𦶎
𦶏	0	𦶏	0	𦶏
𦶐	0	𦶐	0	𦶐
𦶑	0	𦶑	0	𦶑
𦶒	1	菏	1	菏
𦶓	1	蕻	1	蕻
𦶔	1	葋	1	葋
𦶕	0	𦶕	0	𦶕
𦶖	3	虆&蘽	1	蘽
𦶗	3	䕮&菊	1	菊
𦶘	1	菤	1	菤
𦶙	0	𦶙	0	𦶙
𦶚	0	𦶚	0	𦶚
𦶛	1	莫	1	莫
𦶜	1	茝	3	
𦶟	1	𭶢	3	
𦶩	2	益&𦶩	2	益&𦶩
𦶪	1	茸	1	茸
𦶫	3	桑&葉	3	桑&葉
𦶬	1	葰	1	葰
𦶭	1	荔	1	荔
𦶮	1	耘	1	耘
𦶯	1	䒸	1	䒸
𦶰	1	蓖	1	蓖
𦷓	1	䕸	1	䕸
𦷔	2	蔖&𦷔	1	蔖
𦷕	1	蓾	1	蓾
𦷖	1	軛	1	軛
𦷗	1	薑	1	薑
𦷘	1	證	1	證
𦷙	0	𦷙	0	𦷙
𦷚	1	葸	1	葸
𦷛	1	傰	1	傰
𦷝	3	蒭&芻	1	芻
𦷞	3	葉&䌨	1	䌨
𦷟	1	莦	1	莦
𦷠	1	𧂘	1	𧂘
𦷡	1	葵	1	葵
𦷣	1	草	1	草
𦷥	1	蔽	3	
𦷱	1	葥	1	葥
𦷲	1	蒵	1	蒵
𦷳	0	𦷳	0	𦷳
𦷴	0	𦷴	0	𦷴
𦷵	0	𦷵	0	𦷵
𦷶	1	莽	1	莽
𦷷	0	𦷷	0	𦷷
𦷸	1	𦭰	1	𦭰
𦷹	0	𦷹	0	𦷹
𦷺	0	𦷺	0	𦷺
𦷻	0	𦷻	0	𦷻
𦷽	0	𦷽	0	𦷽
𦷾	1	蔕	3	
𦷿	1	𦵵	1	𦵵
𦸀	1	藄	1	藄
𦸁	0	𦸁	0	𦸁
𦸂	0	𦸂	0	𦸂
𦸃	1	菣	1	菣
𦸄	1	䕆	1	䕆
𦸅	1	蔻	3	
𦸆	0	𦸆	0	𦸆
𦸇	3	朮&𦬸	1	朮
𦸈	1	䒷	1	䒷
𦸉	1	葜	1	葜
𦸊	0	𦸊	0	𦸊
𦸋	1	蔊	1	蔊
𦸌	3	𦺊&莞	1	莞
𦸍	1	莌	1	莌
𦸎	1	蒔	1	蒔
𦸏	1	蓑	1	蓑
𦸐	0	𦸐	0	𦸐
𦸑	1	蔑	3	
𦸒	2	稦&𦸒	0	𦸒
𦸓	0	𦸓	0	𦸓
𦸔	2	𦶌&𦸔	2	𦶌&𦸔
𦸕	1	毒	1	毒
𦸖	1	𦮾	1	𦮾
𦸗	0	𦸗	0	𦸗
𦸘	0	𦸘	0	𦸘
𦸙	0	𦸙	0	𦸙
𦸚	0	𦸚	0	𦸚
𦸛	0	𦸛	0	𦸛
𦸜	1	菑	1	菑
𦸝	1	𧀬	1	𧀬
𦸞	1	蜜	1	蜜
𦸟	1	葬	1	葬
𦸠	1	𦺶	1	𦺶
𦸡	0	𦸡	0	𦸡
𦸢	0	𦸢	0	𦸢
𦸣	1	萆	1	萆
𦸤	1	蕞	1	蕞
𦸥	1	𦼏	3	
𦸦	1	葧	1	葧
𦸧	3	堇&菫	1	菫
𦸨	3	堇&菫	1	菫
𦸩	1	蓽	1	蓽
𦸪	0	𦸪	0	𦸪
𦸫	1	菎	1	菎
𦸬	1	春	1	春
𦸭	1	䓊	1	䓊
𦸮	2	葴&𦸮	0	𦸮
𦸯	1	莘	1	莘
𦸰	2	産&𦸰	0	𦸰
