[2026-08-17 05:55:17]GET http://localhost:9201/jsz-ik/_search [status:200 request:1.167s]
[2026-08-17 05:55:18]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2026-08-17 05:55:19]GET http://localhost:9201/jsz-ik/_search [status:200 request:1.439s]
[2026-08-17 05:55:19]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2026-08-17 05:55:20]GET http://localhost:9201/jsz-ik/_search [status:200 request:1.172s]
[2026-08-17 05:55:20]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2026-08-17 05:55:21]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.579s]
[2026-08-17 05:55:21]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2026-08-17 05:55:21]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.531s]
[2026-08-17 05:55:22]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2026-08-17 05:55:23]GET http://localhost:9201/jsz-ik/_search [status:200 request:1.793s]
[2026-08-17 05:55:23]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2026-08-17 05:55:24]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.984s]
[2026-08-17 05:55:24]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.001s]
[2026-08-17 05:55:26]GET http://localhost:9201/jsz-ik/_search [status:200 request:1.334s]
[2026-08-17 05:55:26]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2026-08-17 05:55:26]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.177s]
[2026-08-17 05:55:26]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.099s]
[2026-08-17 05:55:26]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2026-08-17 05:55:28]GET http://localhost:9201/jsz-ik/_search [status:200 request:1.500s]
[2026-08-17 05:55:28]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2026-08-17 05:55:28]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.720s]
[2026-08-17 05:55:28]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2026-08-17 05:55:29]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.043s]
[2026-08-17 05:55:29]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.431s]
[2026-08-17 05:55:29]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2026-08-17 05:55:29]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.432s]
[2026-08-17 05:55:30]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
