[2025-10-01 20:06:12]GET http://localhost:9201/jsz-ik/_search [status:200 request:1.290s]
[2025-10-01 20:06:13]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.006s]
[2025-10-01 20:06:13]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.492s]
[2025-10-01 20:06:13]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2025-10-01 20:06:14]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.493s]
[2025-10-01 20:06:14]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2025-10-01 20:06:14]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.484s]
[2025-10-01 20:06:14]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2025-10-01 20:06:15]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.478s]
[2025-10-01 20:06:15]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2025-10-01 20:06:15]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.480s]
[2025-10-01 20:06:15]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2025-10-01 20:06:16]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.454s]
[2025-10-01 20:06:16]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2025-10-01 20:06:16]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.219s]
[2025-10-01 20:06:17]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.533s]
[2025-10-01 20:06:17]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2025-10-01 20:06:17]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.020s]
[2025-10-01 20:06:17]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.570s]
[2025-10-01 20:06:17]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2025-10-01 20:06:17]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.143s]
[2025-10-01 20:06:17]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.112s]
[2025-10-01 20:06:18]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2025-10-01 20:06:18]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.137s]
[2025-10-01 20:06:18]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2025-10-01 20:06:18]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.172s]
[2025-10-01 20:06:18]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2025-10-01 20:06:18]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.259s]
[2025-10-01 20:06:18]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2025-10-01 20:06:18]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.169s]
[2025-10-01 20:06:18]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.002s]
[2025-10-01 20:06:19]GET http://localhost:9201/jsz-ik/_search [status:200 request:0.430s]
