[2025-10-01 21:06:25]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.312s]
[2025-10-01 21:06:26]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.322s]
[2025-10-01 21:06:26]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.269s]
[2025-10-01 21:06:27]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.264s]
[2025-10-01 21:06:27]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.151s]
[2025-10-01 21:06:28]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.003s]
[2025-10-01 21:06:28]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.003s]
[2025-10-01 21:06:28]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.117s]
[2025-10-01 21:06:29]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.198s]
[2025-10-01 21:06:29]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.174s]
[2025-10-01 21:06:29]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.075s]
[2025-10-01 21:06:30]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.054s]
[2025-10-01 21:06:30]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.168s]
[2025-10-01 21:06:31]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.106s]
[2025-10-01 21:06:31]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.092s]
[2025-10-01 21:06:31]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.063s]
[2025-10-01 21:06:32]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.201s]
[2025-10-01 21:06:32]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.056s]
[2025-10-01 21:06:32]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.003s]
[2025-10-01 21:06:33]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.058s]
[2025-10-01 21:06:33]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.081s]
[2025-10-01 21:06:34]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.004s]
[2025-10-01 21:06:34]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.002s]
[2025-10-01 21:06:34]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.017s]
[2025-10-01 21:06:34]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.061s]
[2025-10-01 21:06:35]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.062s]
[2025-10-01 21:06:35]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.003s]
[2025-10-01 21:06:35]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.002s]
[2025-10-01 21:06:35]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.018s]
[2025-10-01 21:06:35]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.054s]
[2025-10-01 21:06:36]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.065s]
[2025-10-01 21:06:36]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.003s]
[2025-10-01 21:06:36]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.002s]
[2025-10-01 21:06:36]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.021s]
[2025-10-01 21:06:37]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.058s]
[2025-10-01 21:06:37]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.063s]
[2025-10-01 21:06:38]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.003s]
[2025-10-01 21:06:38]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.002s]
[2025-10-01 21:06:38]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.020s]
[2025-10-01 21:06:38]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.054s]
[2025-10-01 21:06:39]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.061s]
[2025-10-01 21:06:39]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.004s]
[2025-10-01 21:06:39]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.003s]
[2025-10-01 21:06:40]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.030s]
[2025-10-01 21:06:40]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.036s]
[2025-10-01 21:06:41]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.068s]
[2025-10-01 21:06:41]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.081s]
[2025-10-01 21:06:41]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.004s]
[2025-10-01 21:06:41]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.003s]
[2025-10-01 21:06:42]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.021s]
[2025-10-01 21:06:42]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.042s]
[2025-10-01 21:06:42]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.038s]
[2025-10-01 21:06:43]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.004s]
[2025-10-01 21:06:43]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.002s]
[2025-10-01 21:06:43]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.018s]
[2025-10-01 21:06:43]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.038s]
[2025-10-01 21:06:44]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.052s]
[2025-10-01 21:06:44]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.003s]
[2025-10-01 21:06:44]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.002s]
[2025-10-01 21:06:44]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.028s]
[2025-10-01 21:06:44]GET http://localhost:9201/jsz-ik-reel/_search [status:200 request:0.026s]
