vol_page,page_names,page_name,end_page_name,reel_code,src,should_delete,remark,word_txt
第142册／第617页,JS_142_1233#JS_142_1234,JS_142_1233,,JS_1696_2,国图径山藏,1,应与上一条合并,在家二众助金名姓：仁清、能了、能明、能圆、方济、周珮、倪乾、顾睦、姚霑、陆灼、姚氏、陶氏、明净、钱锡、杨松、沈氏、王氏、董氏、潘华、姜鸾、俞蕃、王庆、寿孙、徐氏、金盘、沈艮、伍经、张怀、如秀、顾氏、金养纯、朱思乔、徐慧猷、德净、徐氏、钱氏、金如幻、郑国祥、钱真慧、邵氏、杨氏、金氏、陈海昂、姚缘海、钱明清、妙信、蔡氏、张左泾、袁文达、周性晓、孟昌、姚氏、吴氏、陆普安、沈性真、徐果成、普行、沈氏、徐如澄、袁如空、石普慧、妙觉、妙真、陆氏、王氏、余天益、吴普成、潘如泾、兴戒、正念、刘员喜、周如心、徐如本、陆兴宗、如明、兴信、兴旺、明坚、妙会、会莲、会明、能清、智彻、妙清、正本、圆善、沈朝、沈氏、俞氏、费氏、张鐶、慧达、孙栋、孙懋、李氏、张氏、李椿、徐星、陆继游、陆氏、陆氏、吴氏、吴氏、汤氏、李氏。
第148册／第1页,JS_148_1#JS_148_2,JS_148_2,,JS_1761_1,国图径山藏,,,□元□。
第148册／第2页,JS_148_3#JS_148_4,JS_148_3,,JS_1761_1,国图径山藏,,,□元□。
第149册／第286页,JS_149_571#JS_149_572,JS_149_552,,JS_1782_6,国图径山藏,,,己巳补刻。
第151册／第457页,JS_151_913#JS_151_914,JS_151_914,JS_151_915,JS_1788_43,国图径山藏,,,勒记善信助资数目：第一本，序疏起至十八卷止，该银壹拾陆两叁钱，王元瑞壹拾陆两叁钱施刻。第二本，十九卷至二十八卷，该银壹拾陆两，张翼轸壹拾陆两施刻。第三本，二十九卷至三十一卷，该银壹拾伍两捌钱，李凌云、钱士贵各伍两，庄元祯、朱时恩各贰两玖钱共施刻。第四本，三十二卷全，该银壹拾伍两伍钱，邹孟仁壹拾伍两伍钱施刻。第五本，三十三卷全，该银壹拾陆两，黄廷鹄、何万化、冯明玠、沈匡济各肆两共施刻。第六本，三十四卷全，该银壹拾肆两，李耆卿、陆景晖、冯鼎位、张一鹄、徐宸葵各贰两捌钱共施刻。第七本，三十五卷全，该银壹拾两肆钱，姚士芳同男世隽贰两陆钱，叶师鲁、董祖和、叶有英各贰两陆钱共施刻。第八本，三十六卷全，该银壹拾陆两，
第151册／第458页,JS_151_915#JS_151_916,JS_151_915,,JS_1788_43,国图径山藏,1,应与上一条合并,邹孟浩壹拾陆两施刻。第九本，三十七卷之上，该银壹拾叁两，姚士慎同男世曙壹拾叁两施刻。第十本，三十七卷之下，该银壹拾陆两，徐兆祯、章辅世、张正、陆庆绍、屠旭各贰两，王钰、王铉各叁两共施刻。第十一本，三十八卷至三十九卷，该银壹拾肆两叁钱贰分，朱时恩玖两壹钱叁分，张宏、章肇开、章甲、章本练、吴汝昌、明甄、朱大绍各壹两。第十二本，四十卷至四十一卷，该银壹拾柒两伍钱，王元瑞壹拾柒两伍钱施刻。《佛祖纲目》迥异他书，上续慧命，下度群品，真心乐助者，固已旋趋于觉路，见闻随喜者，亦且共脱夫迷途。本愿大法流通，统祈自他兼利，真如福德，各各无边。至于王心岫居士捐资助刻首末二本外，复助刊刻刷印银贰拾两，特愿过去先祖王朝松、先祖母毛氏、先父王孙熙、先母张氏等尽获超升，现在侧室顾氏、长男王钰、生母卢氏、次男王铉、生母卢氏等，均蒙保祐，本色道人，弹指无非佛事云。皇明崇祯癸酉孟冬日，心空居士朱时恩敬书。
第151册／第609页,JS_151_1217#JS_151_1218,JS_151_1218,JS_151_1219,JS_1790_4,国图径山藏,,,居士分灯录劝缘引宋洪觉范禅师著《僧宝传》《林间录》《智证传》三书，昔人比之贯高、程婴、公孙杵臼之用心。兹朱心空居士，力扶正法，猛发弘愿，自庚戌迄今越二十年许，纂就《佛祖纲目》四十一卷，拟照藏板募梓流通。又缉《分灯录》二卷，今先付剞劂，凡居士七十二人，俱师承有据，及应化再来者，仍请七十二位居士各捐资五钱或三钱助刻此录，即注姓氏，庶符往哲，共续禅灯，其用心更勤且苦矣，僭为劝缘敢云导引。崇祯辛未一阳生日，劝缘友末章台鼎顿首拜启。中峰和尚阅《林间录》，有感而说偈曰：“林间编此录，深夜剔残灯。慧命微如线，人心冷似冰。祖庭空积雪，古路不逢僧。追跂前贤辙，思归一念增。”噫嘻！可胜叹哉！今不佞之辑《分灯》也，特竭微诚，敢有祷于居士。夫绎孔孟之微言，窥佛祖之命脉，原无二道，岂有两心？第直探本根而剪除缠蔽之荆棘，深穷教典而运出自己之家珍，提奖实心实行缁流，而使空门不至冷落，魔外不至充盈，则在今日，尤为急务耳。一时助梓宰官居士例得并书，以植殊因。张所望、陈继儒、张翼轸、黄廷鹄、徐兆祯、
第151册／第610页,JS_151_1219#JS_151_1220,JS_151_1219,,JS_1790_4,国图径山藏,1,应与上一条合并,王元瑞、李凌云、庄元祯、冯明玠、沈匡济、王献吉、姚士芳、叶师曾、章台鼎、杜麟征、邹孟仁、章辅世、许经、陆景晖、徐尔铉、董祖和、冯鼎弼、唐允谐、冯鼎位、叶有英、吴蹈昌、张天彝、陆庆麟、陆庆绍、邹孟浩、屠旭，以上各捐资五钱。蒋日华、唐允恭、徐仕杰、张方阳、屠洪谟、章台铉、姚世祥、沈鸣钟、李中梓、唐允怀、冯鼎锺、章闇、陆景象、章简、陆景行、张安苞、李是楫、褚璜、章甲、陆景俊、陆庆裕、杨方荣、唐国赞、董文洪、周孔易、高孟弢、冯鼎禄、冯鼎彦、冯鼎芬、陆庆期、陆庆颐、陆庆恒、陆庆泰、吴汝昌、大炯、王乃钦、王行弘、张骏声、张鸿声、唐居仁、陈有年、朱时恩，以上各捐资参钱。崇祯壬申八月朔日，心空居士朱时恩谨识。
第190册／第361页,JS_190_721#JS_190_722,JS_190_722,JS_190_723,JS_2025_4,国图径山藏,,,渝城湖山法宗、法乘大师，香国寺法宣、止常，嗣法门人传明、传莲，徒孙心诚、心德、觉弘、印喜、印定、印法同校刊。巴邑白君山法印、法藏、法密，潼川众信霍二俸、陈大猷、韩世能、赵美、陈继田、黄朝宗、黄能蛟、冯奇寿、杜宗义、何禹通、张君甫、吴成才、赵俸轩、高之梅、于方奇、于方会、侯纲、顾坤、贾宗玉、杨启华、汤开远、赵再星、龚喜仁、赵进洪、陈友志、李品琦、康在祥、黄一珍、刘进学、韩成翼、陈希荣、王明、李俸学、马明相、刘宗先、李国应、张胥、曾可重、金太星、穆国柄、姜现玉、王启明、杜门邹氏，射邑众信伏孔固、陈潜思、文登秀、蔡灵炤、张耀斗、袁登朝、张氏、张锦、蒲希仲、袁君诏、信女潘氏、胥印、胥承先、宋门何氏、胡耳顺、焦门袁氏、张仞、胥寒初、秦门田氏、李斯恩、张万里、罗应选、李名节、罗学燕、杨之晳、蔡真方、余士学、文天锦、王用予、文成一、马门宋氏、余氏、宋现明、毋长荣、宋全应、张希荣、王文魁、王进贤、牟昌林、王门王氏、景运开、赵瑞溪、张门付氏、李纪宗、金必伸、唐林芝、庞门马氏、太真、刘显汉、田照奇、崔续先、龚元爵、唐应举、杨震、
第190册／第362页,JS_190_723#JS_190_724,JS_190_723,,JS_2025_4,国图径山藏,1,应与上一条合并,文第、文应昌、杨洪荣、向桓荣、向桓鼎、赞今玉、马门陈氏，陕西商人陈文英率众信认字一千，等诱众姓发菩提心施资流通《东山和尚语录》，惟愿生生世世，得善知识开导，悟无生法忍者。浙江嘉兴府吴知先书，陈馥林刊。康熙癸亥孟夏月吉，嘉禾楞严寺般若堂藏板。
第193册／第3页,JS_193_5#JS_193_6,JS_193_6,JS_193_8,JS_2056_1,国图径山藏,,,助刻题名：钦命总督河道提督军务兵部左侍郎兼都察院右副都御史加一级潼川王新命；镶蓝旗汉军营驻防陕西西安府协领曹士琦，男曹元芳、圆哥；镶黄旗汉军营驻防西安府拖沙喇哈番李本强，男李世禄，孙智聪、海琛；川陕总督部院衙门笔帖式马尔泰，男韩瑞、海珠；文林郎同知乾州事阆中李世杰；文林郎知湖州府归安县事长安冯云龙；汉醇儒广川伯裔世袭生员董文昌；咸长两邑庠生蔺毓秀、李文蔚、冯云骧；信善张自顺、刘元昇、吕友、乌礼巴、杨志胜、金如琏、彭兆生、白蕴玉、倪五桂、王应魁、朱有谅、周文极、陈之信、徐得胜、刘国斌、王霖、林应凤、周继武、张弘仁、杨毓忠、丘全德、徐得福、王喜圆、张集义、吴国祐、孙承业、尤士贵、王显志、
第193册／第4页,JS_193_7#JS_193_8,JS_193_7#JS_193_8,,JS_2056_1,国图径山藏,1,应与上一条合并,金有禄、姚元鼎、金海珍、焦文才、马之骐、王彪、赵二、马能、云松远、梓郢林、觉真、牧雨、永敖、道觉、献云、德诚、恒崖、同葆、觉道、紫衣、德宗、发暹、海岸、觉宗、慧明、心安、性智、照俊、明还、了后、续宗、了虚、显光、宗显、体法、恒祥、广居、觉之、如髻、清玉、寂定、清潮、照祥、瑞一、海定、净域、心诚、宝弘、心一、海清、真学、照慧、照福、清霄、真净、明体、照兴、行善、祥照、灵修、闻修、隆智、明洁、性瑜、性聪、性懿、性玉。右暨满汉绅衿缁素众善人等，发心捐资助刻《憨休禅师语录》一部，上祝皇图巩固，帝道遐昌，海宇清平，万邦宁谧，四恩总报，三有齐资，凡向时中，吉祥如意者。康熙二十九年岁次庚午九月 日谨述。
第202册／第390页,JS_202_779#JS_202_780,JS_202_780,JS_202_781,JS_2144_5,国图径山藏,,,信善潘照旵、鲍广辉、古圣踏、龙□云、雷普净、叶德深、刘悟圣、翁际会、汪广德、周继先，僧联铠，张广悟、左玉桂、邓万镒、田寂弘、刘名声、田祖魁、江广修、廖尚志、田实树、方觉普、杨聪、□寂贤、方圣祚、□□进、曾近成、叶真极、高枝芳、曾朝柱、张国伟、□起云、胡净智、秦□闻、傅起鳌、罗净朝、桂月馨、吴君道等同刻。
第202册／第391页,JS_202_781#JS_202_782,JS_202_781,,JS_2144_5,国图径山藏,1,应与上一条合并,信女危门王氏□□、曾门江氏祖德、高门李氏恒静、聂门刘氏恒修、胡门危氏恒祥、李门赵氏寂素、张门张氏恒□、黎门冯氏、王门胡氏、胡门李氏广缘、藩门潘氏□念、桂门李氏实相、刘门朱氏□达、王门刘氏圣照、陈门龙氏□贤、罗门叶氏恒旨、梨门李氏、张门陈氏普法、□门雷氏广□、刘门雷氏广□、袁门吕氏□□、吴门刘氏圣祯、熊门邓氏寂□、郑门王氏广明、徐门朱氏恒修、雷门蒋氏法慈、□门□氏、雷门□氏恒祯、雷门□氏心悟、秦门桂氏圣荫、□门曾氏寂聪、叶门王氏妙乐、刘门罗氏□能、张门汪氏圣清等同刻。海盐陈子兰书，楞严夏维宁、倪尔绳同镌。康熙丁亥季夏穀旦，嘉兴楞严寺般若堂藏板。
第205册／第185页,JS_205_369#JS_205_370,JS_205_370,JS_205_373,JS_2163_14,国图径山藏,,,助刻缁素芳名列后：镶黄旗安公，正黄旗商公，户部侍郎蟒公，礼部马公、云公、李公，刑部侍郎噶公，兵部莫公、常公，工部员外郎刘公，辽阳州牧范公，八旗僧录僧纲司陈宽阔、李祖德、李化智、丁祖慧、陈宗明、孙传学、苗焦冥鍊师、王师元、史祖印、王崇兴、越方大师、杜信智、徐愿闻、刘转智、古林和尚、翟周、湧光和尚、滕武。各刹住持当家僧信：纯真、方成、梵持、心源、博宗、默契、宽智、和初、莲芳、勉庵、觉悟、法轩、瑞云、元真、默印、寰彰、西来、悦宗、鉴如、彬容、文轩、明宗、直指、慧鉴、藏六、祖兴、法海、慧德、妙义、妙元、妙寿、妙伦、妙稳、超凡、祖通、体辉、体文、体亮、圆柏、妙科、妙真、妙鐸、妙宝、无迹、传嘉、从有、从如、宽儒、祖让、崇福、传禄、师义、名香、现先、从道、体恒、传印、师礼、实权、古镜、崇兴、戒珠、传广、祖洁、明慧、实全、玄文、本德、传俊、师贵、传心、本通、体通、妙令、玄净、传胤、现仁、师乐、师智、正见、正硕、正照、正圆、重禄、重春、元寿、通和、正筏、正莲、正闻、现盛、重建、广慧、明宝、古心、妙安、体贵、崇亮、性圆、祖道、海善、镇禄、祖代、吉照、古善、体超、妙荣、海亮、妙智、祖量、本法、信圆、现遥、天就、便宇、家珍、传文、师文、师正、传圣、宗秀、现奇、慈舟、琢之、师清、传教、师保、碧玉。
第205册／第186页,JS_205_371#JS_205_372,JS_205_371#JS_205_372,,JS_2163_14,国图径山藏,1,,各处善人居士：曾福贵、胡朝輔、王缙云、闵继宗、缪双全、金富国、□魁吾、徐腾蛟、徐腾龙、张妙庵、常祥、□今□、陈贵庵、李化龙、马东湖、王之璋、李□贵、李纯吾、杨名桧、李含芳、张世洁、乔进忠、张洪成、吴景龙、耿天枢、王国明、刘万库、李三□、侯国旺、张洪水、吴景槐、方济、高凤鸣、姚有名、姚有库、崔凤鸣、董国相、高文贤、朱坦一、王梦臣、沈纶、庄文举、黄养凤、蒋文魁、金古鉴、杨进忠、李文茂、张崇慧、马古岩、沈玄德、徐有粮、赵莲溪、刘古解、卢弘惠、刘尚仁、周古渡、朱德富、朱得贵、卫显荣、姚自荣、王玺、蒋祖记、李凤台、李祖让、陈一凤、郭鸣凤、□起元、金三有、侯成福、戚维翰、汪起、杨古道、崔今让、魏显文、刘万金、张成志、熊古昇、李古培、高古请、闻古脉、李传根、戴君上、邵登第、方义龙、祝朝卿、何先明、黄古昚、蔡凤起、夏尚仁、林时亮、常文英、常文华、郑文行、张成志、王起志、南喜施、刘光祖、徐登云、吴登第、金仲文、支明龙、刘维国、刘承基、陈应祯、马既闲、刘自禄、孟天才、赵开亮、金古石、李时明、李自明、曾学礼、刘显魁、刘贵芳、刘珩、杨自修、魏洪宇、郭任道、王科、范国兴、李廷秀、刘国祥、王可堯、王国翰、毕则林、王世民、程有节、陈六府、刘肇贤、贺国祚、高元霓、崔文召、张洪基、王从明、郭一良、刘德全、齐之俊、刘守道、刘守德、杨成美、李有林、戴有龙、李在彦、郭万玉、倪永福、李天寿、刘世魁、张志祥、杨诚才、杨国祥、祝永茂、赵云程、徐祥龙、陈自密、程澡、丁尚文、王自成、高自成、周法、郝国兴、郭应成、周六龙、姜起龙、朱一禄、梅子法、王吉林、赵邦英、董有禄、何先明、田成云、张从令、杨进明、连应举、高云龙、成长贵、杨明芳、徐维屏、黄骏机、高云亮、刘应儒、王守勋、佟时明、刘汉弼、刘德庆、邓宗禹、穆梦奇、金国栋、刘师保、吴国泰、韩正照、王永元、□国梁。各方女信善人:曾门传敏、陈氏、秦氏、张氏、王氏，吴门传月、传珠、李氏、岳氏、德淳、黄氏、陈氏，常门□氏、张氏、马氏，黄门传灯、舒氏、李氏、王氏，王门古宙、史氏、侯氏、张氏、袁氏、齐氏、杨氏、李氏、刘氏、朱氏、王氏，卫门商氏、丁氏、王氏、孙氏、韩氏、黄氏、金氏、孟氏、李氏、刘氏、于氏、栾氏、得财、得子、卫福，刘门智幢、纪氏、陈氏、汪氏、蔡氏、贾氏、德男、袁氏、望氏、马氏、王氏、周氏、张氏、曹氏、法男、田氏、彭氏，张门具足、李氏、刘氏、崔氏、杨氏、法喜、德光、徐氏、赵氏、胡氏、戴氏、法引、王氏，于门刘氏、李氏、邵氏、杨氏、于氏、戴氏，朱门李氏、刘氏，李门康氏、皮氏、乔氏、梅氏、王氏、傅氏、刁氏，丁门罗氏、黄氏、杨氏，洪门刘氏、孔氏，赵门任氏、徐氏、刘氏、李氏，金门王氏、梅氏、赵氏、刘氏，胡门高氏、何氏、吴氏、刘氏，姚门德升、张氏、洪氏，吕门齐氏、王氏、曹氏、刘氏、周氏，白门刘氏、金氏，孙门刘氏、张氏、杨氏、布氏，俞门周氏、杨氏、金氏，裴门刘氏、丁氏、姜氏，马门曾氏、王氏、金氏、孔氏，杨门李氏、王氏、冯氏、萧氏，曹门常氏、殷氏、董氏，周门李氏、董氏、金氏、房氏，徐门康氏、张氏，
第205册／第187页,JS_205_373#JS_205_374,JS_205_373,,JS_2163_14,国图径山藏,1,应与上两条合并,卢门王氏、李氏，任门张氏、张氏，□门李氏、孙氏，陈门侯氏、翟氏，高门李氏、李氏，谈门项氏，谷门闵氏，米门何氏，彭门刘氏，布门德□，左门李氏，何门张氏，殷门许氏，史门赵氏，耿门曾氏，夏门法正，腾门陆氏，范门周氏，梁门真氏，孔门鄧氏，戴门张氏，傅门赵氏，雷门郭氏，冯门瑞氏，安门吕氏，宋门高氏，崔门高氏，崔门刘氏，樊门王氏，韩门吴氏，韩门周氏，童门赵氏，□门徐氏，萧门范氏，蔡门何氏，自考，体超，刑门刘氏，玉鉴，体贵，古善，□乐。康熙三十三年十一月 日侍僧德备、德印等附刻，伏愿现存益庆，亡者生天。
第218册／第16页,JS_218_31#JS_218_32,JS_218_31#JS_218_32,,JS_2241_1#JS_2242_1,国图径山藏,,应拆分,钟颖庵智昑、智昕捐。
第218册／第17页,JS_218_33#JS_218_34,JS_218_33#JS_218_34,,JS_2242_1,国图径山藏,,应拆分,钟颖庵智昑、智昕捐。
第218册／第18页,JS_218_35#JS_218_36,JS_218_35#JS_218_36,,JS_2242_1,国图径山藏,,应拆分,钟颖庵智昑、智昕捐。
第218册／第19页,JS_218_37#JS_218_38,JS_218_37#JS_218_38,,JS_2242_1,国图径山藏,,应拆分,钟颖庵智昑、智昕捐。
第218册／第20页,JS_218_39#JS_218_40,JS_218_39#JS_218_40,,JS_2242_1,国图径山藏,,应拆分,钟颖庵智昑、智昕捐。
第218册／第21页,JS_218_41#JS_218_42,JS_218_41#JS_218_42,,JS_2242_1,国图径山藏,,应拆分,钟颖庵智昑、智昕捐。
第218册／第22页,JS_218_43#JS_218_44,JS_218_43#JS_218_44,,JS_2242_1,国图径山藏,,应拆分,钟颖庵智昑、智昕捐。
第218册／第23页,JS_218_45#JS_218_46,JS_218_45#JS_218_46,,JS_2242_1,国图径山藏,,应拆分,钟颖庵智昑、智昕捐。
第218册／第24页,JS_218_47#JS_218_48,JS_218_47#JS_218_48,,JS_2242_1,国图径山藏,,应拆分,钟颖庵智昑、智昕捐。
第218册／第25页,JS_218_49#JS_218_50,JS_218_49#JS_218_50,,JS_2242_1,国图径山藏,,应拆分,钟颖庵智昑、智昕捐。
第218册／第26页,JS_218_51#JS_218_52,JS_218_51#JS_218_52,,JS_2242_1,国图径山藏,,应拆分,钟颖庵智昑、智昕捐。
第218册／第27页,JS_218_53#JS_218_54,JS_218_53#JS_218_54,,JS_2242_1,国图径山藏,,应拆分,钟颖庵智昑、智昕捐。
第218册／第28页,JS_218_55#JS_218_56,JS_218_55#JS_218_56,,JS_2242_1,国图径山藏,,应拆分,钟颖庵智昑、智昕捐。
第218册／第29页,JS_218_57#JS_218_58,JS_218_57#JS_218_58,,JS_2242_1,国图径山藏,,应拆分,钟颖庵智昑、智昕捐。
第218册／第406页,JS_218_811#JS_218_812,JS_218_812,JS_218_813,JS_2244_7,国图径山藏,,,万寿庵法师海亮助银三两，善果寺比丘觉晓、悟宣、悟心、际寿、照恒、光智共助银四两八钱，愍忠寺比丘如凤助银八钱，法通寺比丘智向助银一两，自宽、慧容、慧椿、海会共助银二两，佑圣寺比丘明眼、实果各助银八钱，万佛堂比丘自修助银一两，世刹海比丘普兴助银二两。信士贾进礼助银二两，信士方自照助银一两六钱，信士卢自愈助银一两，信士李之润助银一两，信士赵来明王氏助银二两四钱，信士宋如贵杨氏助银一两六钱，信士唐常继助银一两二钱，
第218册／第407页,JS_218_813#JS_218_814,JS_218_813,,JS_2244_7,国图径山藏,1,应与上一条合并,信士朱傅寿、那来福、蔡寂果、吴寂成、刘广和、张来昌、韩来兴、杨定书、闫寂应，以上九人各八钱，信士吴来宁、吴来祥、李来魁、曾普度、谢广宁、崔来敬，以上六人各四钱，信士来普、来文、来慈、闫起秀、福圣、智善、关门吴氏，以上七人共八钱，信士来清、来行、弘建，以上四人共八钱，信士来修、来悟、智性、黄宝福、刘来有、吴门杨氏、黑子，以上各二钱，比丘深亮、隆慧，以上各八钱。以上三十七人皆藏主云学转化。信女荣门李氏助银二两。
第218册／第495页,JS_218_989#JS_218_990,JS_218_990,JS_218_991,JS_2244_9,国图径山藏,,,信官善祥全〔同〕室妞妞助银十两（法师伏受转化），佛弟子胡守同室鲁妙秀助银五两。毗卢庵比丘寂晓助银五两，普庆寺比丘大润助银四两，观音庵助银二两五钱，观音庵比丘洪音助银二两，关帝庙法师绍弘助银一两五钱，永寿观音庵法师行宣助银八钱，水月庵比丘隆净助银八钱，地藏庵比丘照成助银八钱，真修庵比丘自明助银八钱，
第218册／第496页,JS_218_991#JS_218_992,JS_218_991,,JS_2244_9,国图径山藏,1,应与上一条合并,五台天盆寺比丘普忍助银八钱，比丘月印助银八钱，比丘岐山助银八钱。佛弟子冯自昙同李王赵吴众善信等助银四两，信士高正助银三两二钱，信士郎庙秀同男生财助银一两六钱，信士徐养民助银八钱，信士刘进德助银八钱，佛弟子李心白助银四钱，佛弟子李自严助银四钱。板存京都红萝厂后外旃檀寺。
